crime_id,crime_type,criminal_id,neighbourhood_id
30184,Fraud,5759,61
30185,Total Arrests,18089,139
30186,Theft Under $5000,11638,101
30187,Fraud,6075,34
30188,Assaults,29021,95
30189,Other,13379,103
30190,Other,18762,8
30191,Firearm-Related,24404,136
30192,Total Arrests,14530,98
30193,Other,5275,5
30194,Total Arrests,19616,137
30195,Total Arrests,14008,101
30196,Other Criminal Violations - Offensive Weapons,6410,46
30197,Total Arrests,18600,104
30198,Break and Enter,6289,80
30199,Other,22714,118
30200,Total Arrests,886,5
30201,Other,865,55
30202,Theft Under $5000,6918,19
30203,Drive While Impaired / Over 80,11687,88
30204,Other,3055,117
30205,Other Criminal Violations - Offensive Weapons,8978,39
30206,Other,25033,125
30207,Other,16200,27
30208,Assaults,8537,76
30209,Drive While Impaired / Over 80,15071,127
30210,Other,16938,122
30211,Other,21501,87
30212,Total Arrests,7684,68
30213,Other,17172,11
30214,Other,10012,82
30215,Break and Enter,15272,64
30216,Other,8897,119
30217,Break and Enter,29800,85
30218,Other Criminal Violations - Offensive Weapons,14583,57
30219,Other,21292,37
30220,Other,7191,121
30221,Other,9145,30
30222,Break and Enter,815,3
30223,Other,9741,24
30224,Robbery,24720,59
30225,Other,2778,55
30226,Other,20151,65
30227,Fraud,4959,60
30228,Fail to Remain,3826,66
30229,Break and Enter,17601,59
30230,Fraud,14801,53
30231,Dangerous Driving,10000,64
30232,Total Arrests,20855,121
30233,Assaults,12965,119
30234,Other,27316,30
30235,Other,6773,18
30236,Other,9482,5
30237,Firearm-Related,15738,69
30238,Other,24102,136
30239,Firearm-Related,25132,137
30240,Other,17247,120
30241,Other,22602,18
30242,Assaults,10678,68
30243,Other Criminal Violations - Offensive Weapons,29553,114
30244,Assaults,30946,22
30245,Sexual Violations,22323,20
30246,Other,2356,7
30247,Other,9158,98
30248,Assaults,2396,105
30249,Other Criminal Violations - Offensive Weapons,25052,30
30250,Drive While Impaired / Over 80,25915,5
30251,Firearm-Related,525,129
30252,Total Arrests,30121,20
30253,Firearm-Related,27148,83
30254,Total Arrests,562,64
30255,Drive While Disqualified,8168,118
30256,Total Arrests,16185,29
30257,Theft Under $5000,24498,102
30258,Total Arrests,23801,138
30259,Theft Under $5000,28279,31
30260,Other,4665,75
30261,Other,1206,30
30262,Other,28610,80
30263,Firearm-Related,12040,58
30264,Other,12394,57
30265,Theft Under $5000,2239,87
30266,Other Criminal Violations - Offensive Weapons,17545,123
30267,Theft Under $5000,12988,97
30268,Theft Under $5000,5240,115
30269,Other,12018,37
30270,Fraud,23359,58
30271,Theft Under $5000,16456,28
30272,Attempted Murder,17139,37
30273,Robbery,23683,6
30274,Assaults,22985,62
30275,Other,28429,33
30276,Other,9097,89
30277,Sexual Violations,14815,78
30278,Total Arrests,24537,40
30279,Assaults,24628,119
30280,Other,13292,42
30281,Total Arrests,2622,137
30282,Total Arrests,3191,18
30283,Total Arrests,3949,15
30284,Firearm-Related,1288,132
30285,Break and Enter,21743,34
30286,Other Criminal Violations - Offensive Weapons,23903,62
30287,Fraud,23421,38
30288,Sexual Violations,14591,71
30289,Other,21165,23
30290,Total Arrests,15669,126
30291,Other,1773,20
30292,Other,20287,53
30293,Drive While Impaired / Over 80,22111,130
30294,Assaults,28497,21
30295,Assaults,6201,76
30296,Fail to Remain,25526,42
30297,Total Arrests,15763,57
30298,Other,3139,122
30299,Theft Under $5000,7214,91
30300,Robbery,14942,112
30301,Other,30346,10
30302,Other,2417,72
30303,Assaults,15965,61
30304,Theft Under $5000,26856,21
30305,Refuse Sample,26002,121
30306,Theft Under $5000,23436,86
30307,Break and Enter,17969,48
30308,Other,1047,9
30309,Dangerous Driving,14910,113
30310,Break and Enter,13579,120
30311,Other,23369,40
30312,Assaults,18550,76
30313,Other,28600,64
30314,Sexual Violations,5720,94
30315,Theft Under $5000,15961,70
30316,Assaults,23607,64
30317,Other,17561,25
30318,Firearm-Related,15599,138
30319,Other,15625,36
30320,Other,6412,139
30321,Other Criminal Violations - Offensive Weapons,8075,21
30322,Total Arrests,10353,68
30323,Fraud,30886,41
30324,Other,15004,15
30325,Fraud,9224,23
30326,Other,31434,134
30327,Assaults,19673,112
30328,Other,12719,52
30329,Other,1316,137
30330,Other,17277,115
30331,Break and Enter,21554,44
30332,Other Criminal Violations - Offensive Weapons,24683,8
30333,Total Arrests,19465,99
30334,Other,8937,51
30335,Break and Enter,31420,99
30336,Other Criminal Violations - Offensive Weapons,13768,121
30337,Assaults,6467,90
30338,Drive While Impaired / Over 80,31029,30
30339,Other,15186,139
30340,Assaults,25198,31
30341,Total Arrests,5091,140
30342,Theft Under $5000,4241,67
30343,Other,31460,117
30344,Assaults,25397,5
30345,Other,16796,77
30346,Fraud,24690,12
30347,Other,14911,59
30348,Theft Under $5000,2447,65
30349,Other,3347,52
30350,Assaults,12412,43
30351,Drive While Impaired / Over 80,16470,83
30352,Total Arrests,7750,93
30353,Other,4143,63
30354,Sexual Violations,16071,111
30355,Other,14188,50
30356,Dangerous Driving,7088,112
30357,Theft Under $5000,23753,39
30358,Total Arrests,15636,80
30359,Other,26149,17
30360,Other,22219,43
30361,Theft Under $5000,31874,49
30362,Total Arrests,15808,5
30363,Assaults,10198,129
30364,Other,12272,67
30365,Theft Under $5000,17188,112
30366,Theft Over $5000,14725,24
30367,Other,23104,29
30368,Other,27911,132
30369,Total Arrests,22470,44
30370,Total Arrests,31352,65
30371,Drive While Impaired / Over 80,27926,120
30372,Fraud,31434,126
30373,Other,9262,31
30374,Other Criminal Violations - Offensive Weapons,13480,10
30375,Other,15805,11
30376,Assaults,27246,82
30377,Total Arrests,12334,24
30378,Other,27348,39
30379,Other,12828,119
30380,Total Arrests,20567,76
30381,Other Criminal Violations - Offensive Weapons,31523,50
30382,Other Criminal Violations - Offensive Weapons,9601,7
30383,Total Arrests,11933,100
30384,Firearm-Related,16649,81
30385,Assaults,12041,68
30386,Fraud,19478,37
30387,Other,16128,83
30388,Sexual Violations,21183,54
30389,Other,26050,90
30390,Attempted Murder,24528,31
30391,Other,30952,100
30392,Theft Under $5000,12474,93
30393,Other,16710,89
30394,Other,1207,123
30395,Other,29069,118
30396,Fraud,9697,47
30397,Total Arrests,13715,3
30398,Firearm-Related,28111,18
30399,Other Criminal Violations - Offensive Weapons,1441,58
30400,Sexual Violations,31946,71
30401,Other Criminal Violations - Offensive Weapons,21569,81
30402,Drive While Disqualified,9148,52
30403,Theft Under $5000,16268,43
30404,Firearm-Related,8747,67
30405,Other,31453,89
30406,Other,5137,135
30407,Other,31517,111
30408,Other Criminal Violations - Offensive Weapons,11447,83
30409,Other Criminal Violations - Offensive Weapons,31111,79
30410,Other,12332,85
30411,Break and Enter,24525,21
30412,Fraud,13189,122
30413,Drive While Impaired / Over 80,5820,28
30414,Assaults,8070,32
30415,Other,12770,54
30416,Refuse Sample,18421,123
30417,Total Arrests,25863,87
30418,Break and Enter,25774,40
30419,Total Arrests,5561,70
30420,Total Arrests,12854,24
30421,Other,10460,74
30422,Fraud,3630,98
30423,Sexual Violations,11658,72
30424,Fraud,25348,27
30425,Other,5315,89
30426,Other,18841,131
30427,Other Criminal Violations - Offensive Weapons,8663,21
30428,Fail to Remain,17755,121
30429,Theft Over $5000,7630,39
30430,Other,11325,32
30431,Drive While Impaired / Over 80,30886,85
30432,Assaults,25248,9
30433,Firearm-Related,17559,50
30434,Refuse Sample,16495,1
30435,Other,19944,4
30436,Assaults,6693,4
30437,Sexual Violations,9219,90
30438,Break and Enter,11747,15
30439,Total Arrests,15373,109
30440,Other,19618,32
30441,Other,12632,63
30442,Theft Under $5000,1473,108
30443,Firearm-Related,26956,108
30444,Other,14600,14
30445,Other,30803,23
30446,Other,4873,111
30447,Theft Under $5000,27548,65
30448,Assaults,10574,41
30449,Fraud,13692,26
30450,Other,11483,48
30451,Total Arrests,4754,32
30452,Assaults,1834,138
30453,Other,5929,82
30454,Other,8646,109
30455,Fraud,6817,3
30456,Other,17125,62
30457,Theft Under $5000,30442,79
30458,Total Arrests,7257,10
30459,Theft Over $5000,18765,136
30460,Drive While Impaired / Over 80,10550,123
30461,Other Criminal Violations - Offensive Weapons,15063,102
30462,Other,9636,110
30463,Sexual Violations,20065,70
30464,Total Arrests,9941,54
30465,Other,2402,76
30466,Assaults,13112,40
30467,Other,11364,27
30468,Drive While Impaired / Over 80,12433,74
30469,Refuse Sample,23562,43
30470,Theft Under $5000,18391,46
30471,Fraud,29740,64
30472,Other,9979,98
30473,Other,17794,126
30474,Theft Under $5000,18147,58
30475,Break and Enter,910,29
30476,Total Arrests,761,27
30477,Other,23023,67
30478,Sexual Violations,5613,114
30479,Total Arrests,3241,78
30480,Theft Under $5000,27266,90
30481,Other,531,131
30482,Theft Under $5000,9552,42
30483,Total Arrests,28395,13
30484,Total Arrests,10220,29
30485,Total Arrests,16217,9
30486,Theft Under $5000,2561,32
30487,Other,18562,86
30488,Other,5104,58
30489,Refuse Sample,24091,57
30490,Assaults,17922,138
30491,Other,9466,25
30492,Drive While Impaired / Over 80,2782,76
30493,Drive While Disqualified,17331,115
30494,Other,5258,131
30495,Other,25875,83
30496,Total Arrests,21482,13
30497,Dangerous Driving,18896,135
30498,Drive While Impaired / Over 80,2189,22
30499,Drive While Impaired / Over 80,6064,84
30500,Drive While Disqualified,15616,107
30501,Other,882,23
30502,Theft Under $5000,1848,14
30503,Fraud,6600,94
30504,Drive While Impaired / Over 80,18360,87
30505,Firearm-Related,22962,111
30506,Theft Under $5000,22111,52
30507,Other,28845,83
30508,Firearm-Related,4569,41
30509,Assaults,16315,6
30510,Total Arrests,30119,138
30511,Other,7164,99
30512,Other,11157,85
30513,Total Arrests,22967,60
30514,Firearm-Related,11256,30
30515,Sexual Violations,11321,70
30516,Fail to Remain,25074,5
30517,Other,2217,79
30518,Theft Over $5000,25565,43
30519,Other Criminal Violations - Offensive Weapons,5702,77
30520,Theft Under $5000,24402,6
30521,Total Arrests,18993,2
30522,Break and Enter,27052,17
30523,Total Arrests,29091,88
30524,Theft Under $5000,25947,12
30525,Other,11781,78
30526,Sexual Violations,10695,7
30527,Other,4810,73
30528,Drive While Impaired / Over 80,22730,78
30529,Other,16563,25
30530,Dangerous Driving,14393,53
30531,Other Criminal Violations - Offensive Weapons,7772,82
30532,Theft Under $5000,24356,81
30533,Drive While Impaired / Over 80,1930,134
30534,Other,29618,76
30535,Robbery,14307,3
30536,Other,18933,35
30537,Other,21219,47
30538,Other Criminal Violations - Offensive Weapons,14245,93
30539,Firearm-Related,112,131
30540,Fraud,11412,59
30541,Theft Under $5000,24333,96
30542,Other,17099,18
30543,Drive While Disqualified,25978,126
30544,Total Arrests,11117,77
30545,Other,22419,66
30546,Sexual Violations,15708,20
30547,Assaults,17766,18
30548,Refuse Sample,3128,72
30549,Other,13101,122
30550,Drive While Impaired / Over 80,23868,66
30551,Dangerous Driving,11204,99
30552,Other,1209,26
30553,Other,11318,5
30554,Sexual Violations,37,80
30555,Total Arrests,18213,106
30556,Other,11253,11
30557,Other,19726,140
30558,Refuse Sample,7007,130
30559,Other,15068,33
30560,Assaults,24060,24
30561,Drive While Impaired / Over 80,5348,46
30562,Other,28518,18
30563,Total Arrests,24275,133
30564,Other,810,8
30565,Other,27649,85
30566,Other,4119,111
30567,Other Criminal Violations - Offensive Weapons,17911,57
30568,Fail to Remain,28096,5
30569,Other,13084,13
30570,Sexual Violations,16880,83
30571,Drive While Impaired / Over 80,13188,90
30572,Assaults,425,69
30573,Total Arrests,19132,32
30574,Total Arrests,26642,102
30575,Other,1983,130
30576,Other,17853,69
30577,Robbery,24113,72
30578,Other,15919,111
30579,Total Arrests,23155,65
30580,Other,15399,17
30581,Other,11993,80
30582,Other Criminal Violations - Offensive Weapons,1234,129
30583,Other,9990,3
30584,Break and Enter,14547,127
30585,Assaults,8757,128
30586,Assaults,3020,70
30587,Total Arrests,1305,52
30588,Fraud,24419,122
30589,Other,14145,3
30590,Fraud,16517,94
30591,Fraud,16833,47
30592,Theft Under $5000,22792,75
30593,Theft Under $5000,10023,91
30594,Other,10351,86
30595,Other,11819,6
30596,Drive While Impaired / Over 80,850,95
30597,Firearm-Related,21742,61
30598,Total Arrests,3963,43
30599,Other Criminal Violations - Offensive Weapons,26057,56
30600,Assaults,25477,114
30601,Other,4855,47
30602,Fraud,1540,31
30603,Other,18284,102
30604,Total Arrests,31581,64
30605,Robbery,2945,90
30606,Break and Enter,21342,91
30607,Total Arrests,22328,46
30608,Other,3245,110
30609,Theft Under $5000,22721,95
30610,Total Arrests,25091,24
30611,Drive While Impaired / Over 80,31510,89
30612,Other,13256,37
30613,Break and Enter,1592,29
30614,Theft Under $5000,24338,107
30615,Other,15769,130
30616,Total Arrests,7856,140
30617,Firearm-Related,24180,133
30618,Assaults,24660,91
30619,Robbery,20127,56
30620,Other,29470,78
30621,Sexual Violations,18512,71
30622,Total Arrests,1602,36
30623,Total Arrests,31953,74
30624,Total Arrests,12810,29
30625,Other,17607,80
30626,Assaults,5691,102
30627,Drive While Impaired / Over 80,12522,33
30628,Assaults,1843,93
30629,Dangerous Driving,10484,112
30630,Drive While Impaired / Over 80,8059,123
30631,Theft Under $5000,13705,134
30632,Other,26166,8
30633,Theft Under $5000,5566,118
30634,Total Arrests,11089,9
30635,Other,4489,21
30636,Assaults,24585,129
30637,Break and Enter,29285,46
30638,Other,30616,62
30639,Other,23335,2
30640,Other,8907,104
30641,Theft Under $5000,1928,75
30642,Theft Over $5000,15513,101
30643,Other,8302,88
30644,Total Arrests,21314,128
30645,Total Arrests,8458,83
30646,Assaults,5493,5
30647,Total Arrests,3224,93
30648,Total Arrests,22512,39
30649,Other,21456,128
30650,Assaults,30291,66
30651,Assaults,955,45
30652,Total Arrests,23435,75
30653,Break and Enter,30342,101
30654,Other,9542,93
30655,Theft Under $5000,15008,119
30656,Assaults,1575,32
30657,Other,26800,109
30658,Drive While Impaired / Over 80,23053,43
30659,Other,15675,136
30660,Other Criminal Violations - Offensive Weapons,15427,74
30661,Assaults,7096,139
30662,Other,12024,39
30663,Drive While Impaired / Over 80,24105,26
30664,Other,3256,72
30665,Other,1059,102
30666,Other,1958,26
30667,Other Criminal Violations - Offensive Weapons,23033,32
30668,Total Arrests,4945,46
30669,Theft Under $5000,5059,135
30670,Sexual Violations,30498,35
30671,Sexual Violations,27724,22
30672,Robbery,2520,122
30673,Total Arrests,11846,3
30674,Total Arrests,24298,46
30675,Other,2571,8
30676,Assaults,27504,4
30677,Total Arrests,7451,15
30678,Other,20272,44
30679,Other,7704,120
30680,Sexual Violations,22802,76
30681,Other,15899,112
30682,Other,14390,87
30683,Other,15415,18
30684,Total Arrests,25464,52
30685,Other,745,54
30686,Other,22805,42
30687,Total Arrests,3515,93
30688,Other,19315,32
30689,Theft Under $5000,21922,83
30690,Assaults,10872,81
30691,Total Arrests,13537,66
30692,Fraud,23098,82
30693,Theft Under $5000,31999,78
30694,Assaults,176,54
30695,Assaults,16950,73
30696,Fail to Remain,3218,14
30697,Other,15107,136
30698,Theft Under $5000,30360,35
30699,Other,13697,78
30700,Attempted Murder,20742,52
30701,Drive While Impaired / Over 80,29203,72
30702,Total Arrests,22358,136
30703,Total Arrests,9587,66
30704,Other,5803,81
30705,Total Arrests,7035,77
30706,Other,16264,118
30707,Break and Enter,9413,73
30708,Firearm-Related,17332,27
30709,Firearm-Related,8777,38
30710,Other,11055,140
30711,Dangerous Driving,9813,86
30712,Theft Over $5000,19740,101
30713,Break and Enter,26926,103
30714,Robbery,21636,31
30715,Fraud,19576,40
30716,Other,22232,73
30717,Drive While Impaired / Over 80,11400,138
30718,Theft Under $5000,14964,130
30719,Other,23101,82
30720,Other Criminal Violations - Offensive Weapons,10769,32
30721,Other,30754,88
30722,Robbery,532,102
30723,Other Criminal Violations - Offensive Weapons,17616,89
30724,Theft Under $5000,26570,89
30725,Other,18082,32
30726,Sexual Violations,19755,54
30727,Total Arrests,17930,96
30728,Other,11358,114
30729,Other,1438,24
30730,Other,24947,30
30731,Fraud,20889,97
30732,Other,5503,55
30733,Assaults,7609,64
30734,Drive While Impaired / Over 80,22382,33
30735,Theft Under $5000,5567,46
30736,Break and Enter,24171,33
30737,Assaults,8809,30
30738,Total Arrests,20551,79
30739,Other,4015,92
30740,Total Arrests,28756,96
30741,Drive While Impaired / Over 80,18641,30
30742,Other,20739,106
30743,Break and Enter,19695,102
30744,Other,13614,140
30745,Total Arrests,7400,67
30746,Theft Under $5000,932,10
30747,Total Arrests,18714,86
30748,Theft Under $5000,16778,61
30749,Assaults,2466,23
30750,Total Arrests,19662,11
30751,Other,15624,16
30752,Other,21815,49
30753,Other,23387,110
30754,Break and Enter,26506,80
30755,Total Arrests,14009,134
30756,Total Arrests,8818,119
30757,Other Criminal Violations - Offensive Weapons,31823,42
30758,Sexual Violations,5989,10
30759,Total Arrests,7510,49
30760,Theft Under $5000,22317,9
30761,Total Arrests,12850,2
30762,Theft Under $5000,11072,68
30763,Other,27743,52
30764,Total Arrests,14082,139
30765,Theft Under $5000,13229,37
30766,Assaults,11615,22
30767,Drive While Impaired / Over 80,10302,5
30768,Total Arrests,25742,130
30769,Fraud,30538,133
30770,Total Arrests,2782,99
30771,Total Arrests,10084,103
30772,Other,11375,115
30773,Theft Under $5000,1640,4
30774,Other Criminal Violations - Offensive Weapons,13839,87
30775,Break and Enter,8974,46
30776,Total Arrests,13983,83
30777,Other,31901,50
30778,Other,31259,26
30779,Assaults,12885,71
30780,Other,10249,32
30781,Total Arrests,10516,111
30782,Fail to Remain,2275,117
30783,Other,26810,97
30784,Other,10831,26
30785,Other,27864,88
30786,Total Arrests,2481,51
30787,Total Arrests,27193,87
30788,Assaults,6800,26
30789,Assaults,8548,124
30790,Total Arrests,31563,31
30791,Robbery,14329,126
30792,Theft Under $5000,12680,45
30793,Other,21059,31
30794,Other,27923,111
30795,Other,13929,61
30796,Assaults,19907,45
30797,Sexual Violations,10660,60
30798,Other,6105,52
30799,Robbery,22204,52
30800,Other Criminal Violations - Offensive Weapons,16548,76
30801,Other,23307,62
30802,Assaults,28211,67
